Severity,Start_Time,Weather_Condition,Start_Lat,Start_Lng,City,State,Hour,Day
2,2020-11-17 16:08:42,Partly Cloudy,39.840919,-84.260361,Dayton,OH,16,Tuesday
2,2022-07-18 10:38:00,Cloudy,47.050609,-123.231094,McCleary,WA,10,Monday
2,2018-06-07 12:24:47,Clear,33.931732000000004,-118.044182,Whittier,CA,12,Thursday
3,2019-05-15 08:49:27,Fair,41.59562,-93.61973,Des Moines,IA,8,Wednesday
2,2020-06-10 06:09:50,Fair,28.716776,-81.589546,Apopka,FL,6,Wednesday
2,2020-06-05 00:54:00,Cloudy,33.939189,-117.152421,Moreno Valley,CA,0,Friday
3,2020-01-17 17:23:33,Light Snow,41.507668,-87.319801,Merrillville,IN,17,Friday
3,2016-10-04 06:39:38,Overcast,41.710831,-88.018118,Woodridge,IL,6,Tuesday
2,2022-11-16 20:57:17,Fair,33.853561,-82.23011,Plum Branch,SC,20,Wednesday
2,2016-04-07 11:58:08,Mostly Cloudy,38.43121,-122.71048,Santa Rosa,CA,11,Thursday
2,2022-10-12 04:38:00,Fair,34.058334,-111.362849,Payson,AZ,4,Wednesday
2,2021-10-17 10:33:00,Mostly Cloudy,28.482985,-81.45604399999998,Orlando,FL,10,Sunday
2,2020-01-13 05:15:08,Fair,34.73506500000001,-86.622162,Huntsville,AL,5,Monday
2,2016-07-18 15:50:59,Clear,38.57521,-121.534076,West Sacramento,CA,15,Monday
2,2020-04-15 19:01:24,Fair,30.347771,-97.712685,Austin,TX,19,Wednesday
3,2017-06-01 13:45:45,Partly Cloudy,39.773193,-84.187454,Dayton,OH,13,Thursday
4,2022-11-10 17:56:00,Fair,41.762769,-76.434488,Towanda,PA,17,Thursday
4,2019-04-18 08:53:21,Fair,30.24068,-82.25601999999998,Glen Saint Mary,FL,8,Thursday
2,2021-02-19 23:23:00,Fair,26.942745,-82.019465,Punta Gorda,FL,23,Friday
2,2017-12-19 13:18:36,Overcast,36.063583,-95.86854,Tulsa,OK,13,Tuesday
2,2022-11-17 11:10:17,Mostly Cloudy,41.594636,-87.68139000000002,Markham,IL,11,Thursday
2,2016-07-05 16:02:45,Scattered Clouds,41.72457,-73.09805,Northfield,CT,16,Tuesday
2,2020-11-27 00:44:00,Cloudy,32.456459,-93.779709,Shreveport,LA,0,Friday
2,2019-08-28 08:25:48,Fair,41.538761,-81.635689,Cleveland,OH,8,Wednesday
2,2019-07-09 20:35:38,Fair,41.336639,-73.092171,Derby,CT,20,Tuesday
2,2020-10-26 13:12:30,Cloudy,34.084545,-118.300254,Los Angeles,CA,13,Monday
2,2020-05-18 13:09:49,Cloudy,35.22421,-80.89108,Charlotte,NC,13,Monday
2,2021-08-19 09:35:00,Fair,28.038290000000003,-82.349319,Tampa,FL,9,Thursday
2,2017-11-28 09:26:23,Clear,39.770161,-86.083084,Indianapolis,IN,9,Tuesday
2,2020-05-22 10:39:59,Rain,39.245331,-94.505249,Kansas City,MO,10,Friday
2,2022-10-10 00:07:34,Cloudy,32.703271,-117.12736,San Diego,CA,0,Monday
2,2019-02-25 06:54:56,Overcast,39.117657,-119.844299,Carson City,NV,6,Monday
2,2017-09-06 21:15:55,Partly Cloudy,33.95698,-84.51651,Marietta,GA,21,Wednesday
3,2018-04-04 16:54:00,Scattered Clouds,44.96582,-93.279076,Minneapolis,MN,16,Wednesday
2,2019-12-16 08:32:32,Light Drizzle,36.015152,-86.620277,Antioch,TN,8,Monday
2,2022-02-23 10:34:36,Mostly Cloudy,40.656879,-73.657394,Lynbrook,NY,10,Wednesday
2,2020-10-31 04:16:20,Fair,40.865944,-74.008484,Teaneck,NJ,4,Saturday
2,2019-12-08 19:46:21,Cloudy,44.06459,-121.30252,Bend,OR,19,Sunday
2,2021-11-01 16:51:00,Haze,34.100266,-117.62854,Rancho Cucamonga,CA,16,Monday
2,2019-04-03 08:16:00,Fair,28.52701,-81.31043199999998,Orlando,FL,8,Wednesday
2,2020-01-22 14:23:29,Cloudy,44.839443,-93.398827,Minneapolis,MN,14,Wednesday
2,2017-07-20 13:34:25,Mostly Cloudy,28.22658,-82.457607,Land O Lakes,FL,13,Thursday
3,2018-06-19 13:58:11,Clear,40.646641,-74.57551600000002,Basking Ridge,NJ,13,Tuesday
2,2018-10-11 17:17:25,Scattered Clouds,34.806553,-82.23246800000003,Simpsonville,SC,17,Thursday
2,2021-01-19 14:30:00,Mostly Cloudy,34.880187,-82.363881,Greenville,SC,14,Tuesday
2,2021-12-12 15:28:00,Light Rain,39.3117749689135,-120.48868060054544,Norden,CA,15,Sunday
2,2020-11-25 04:41:00,Fair,33.367803,-117.54764,San Clemente,CA,4,Wednesday
2,2017-10-11 12:10:47,Light Rain,43.124844,-77.61425799999998,Rochester,NY,12,Wednesday
3,2018-12-14 11:05:06,Clear,26.260193,-80.133224,Pompano Beach,FL,11,Friday
2,2021-02-15 08:24:00,Cloudy,40.298775,-76.82675,Harrisburg,PA,8,Monday
2,2021-09-13 16:02:00,Fair,28.574376,-81.45206400000002,Orlando,FL,16,Monday
2,2018-02-22 17:04:17,Rain,39.87241,-75.037514,Lawnside,NJ,17,Thursday
2,2018-01-12 07:49:30,Mostly Cloudy,35.81972899999999,-78.624016,Raleigh,NC,7,Friday
2,2022-02-09 15:34:02,Fair,26.522924,-81.87016700000002,Fort Myers,FL,15,Wednesday
2,2020-12-30 20:14:29,Light Rain,32.710693,-96.927342,Dallas,TX,20,Wednesday
2,2018-01-08 07:57:28,Mostly Cloudy,33.771233,-84.377762,Atlanta,GA,7,Monday
2,2022-04-01 06:22:16,Fair,33.37763,-81.827894,Aiken,SC,6,Friday
2,2019-08-27 14:54:26,Fair,38.237034,-122.619934,Petaluma,CA,14,Tuesday
2,2021-12-30 17:12:00,Fair,32.691854,-97.241042,Fort Worth,TX,17,Thursday
2,2021-11-18 16:28:51,Fair,30.521477,-87.313462,Pensacola,FL,16,Thursday
2,2018-11-21 20:06:40,Light Rain,39.022934,-122.453598,Clearlake,CA,20,Wednesday
2,2020-06-02 17:25:50,Fair,47.70065,-117.3924,Spokane,WA,17,Tuesday
2,2020-11-05 14:47:00,Mostly Cloudy,36.844788,-76.17043199999998,Virginia Beach,VA,14,Thursday
2,2017-12-21 06:45:33,Clear,32.675987,-96.76384,Dallas,TX,6,Thursday
2,2020-08-18 11:35:10,Fair,42.015511,-70.811142,Halifax,MA,11,Tuesday
2,2022-11-09 11:25:00,Partly Cloudy,45.649847,-110.860935,Bozeman,MT,11,Wednesday
2,2022-09-21 08:28:00,Fair,33.890684,-118.360847,Lawndale,CA,8,Wednesday
2,2021-09-24 07:49:35,Mostly Cloudy,37.581341,-77.44274899999998,Richmond,VA,7,Friday
2,2019-12-26 12:09:24,Rain,25.785728,-80.213951,Miami,FL,12,Thursday
2,2021-04-22 22:21:00,Fair,38.224997,-81.52928100000003,Belle,WV,22,Thursday
2,2021-09-15 19:06:30,Smoke,42.426121,-123.164976,Gold Hill,OR,19,Wednesday
2,2022-12-18 19:45:32,Fair,38.847656,-77.007189,Washington,DC,19,Sunday
3,2016-08-24 10:34:11,Overcast,33.486233,-84.21820799999998,McDonough,GA,10,Wednesday
2,2022-03-09 17:20:36,Partly Cloudy,25.80992,-80.334695,Miami,FL,17,Wednesday
2,2022-08-08 07:39:00,Fair,34.167996,-118.61413799999998,Woodland Hills,CA,7,Monday
2,2021-07-02 15:06:19,Fair,34.144403000000004,-118.254939,Glendale,CA,15,Friday
2,2021-12-26 21:09:53,Snow,45.524355,-94.300385,Saint Cloud,MN,21,Sunday
2,2020-06-05 05:21:11,Fair,45.60335900000001,-122.74884,Portland,OR,5,Friday
2,2018-07-26 07:29:03,Overcast,37.403873,-122.022919,Sunnyvale,CA,7,Thursday
3,2021-11-30 10:33:20,Haze,33.808815,-118.156349,Long Beach,CA,10,Tuesday
3,2017-11-22 16:18:07,Overcast,42.93787800000001,-73.804817,Ballston Lake,NY,16,Wednesday
2,2023-02-22 15:58:51,Light Snow,44.777002,-93.277846,Burnsville,MN,15,Wednesday
2,2020-12-03 23:04:22,Fair,39.801546,-75.737227,Avondale,PA,23,Thursday
2,2019-05-29 22:11:41,Fair,35.220249,-80.828728,Charlotte,NC,22,Wednesday
2,2021-10-08 21:44:15,Mostly Cloudy,41.818975209990406,-73.37121605838121,Cornwall Bridge,CT,21,Friday
3,2019-04-03 12:00:37,Cloudy,39.723457,-105.011526,Denver,CO,12,Wednesday
2,2022-12-27 03:24:30,Cloudy,39.959788,-83.341443,West Jefferson,OH,3,Tuesday
2,2022-10-06 14:46:27,Partly Cloudy,33.941185,-117.23862,Moreno Valley,CA,14,Thursday
3,2019-03-06 08:38:15,Scattered Clouds,39.056271,-77.15463299999998,Potomac,MD,8,Wednesday
2,2022-12-01 15:33:10,Mostly Cloudy,33.48078132,-86.92085624,Fairfield,AL,15,Thursday
2,2022-12-21 12:53:01,Cloudy,39.471454,-94.787445,Platte City,MO,12,Wednesday
2,2017-01-26 11:38:49,Mostly Cloudy,28.811258,-81.33766899999998,Sanford,FL,11,Thursday
2,2020-05-11 12:48:57,Mostly Cloudy / Windy,40.01101,-75.69588,Downingtown,PA,12,Monday
2,2019-07-10 09:34:44,Fair,41.145672,-73.823334,Briarcliff Manor,NY,9,Wednesday
4,2019-06-19 23:33:54,Light Rain,41.83483,-87.63033,Chicago,IL,23,Wednesday
2,2022-05-03 17:16:31,Mostly Cloudy,28.37495,-81.42591,Orlando,FL,17,Tuesday
2,2018-09-24 08:30:40,Partly Cloudy,41.98489,-88.080261,Roselle,IL,8,Monday
2,2016-08-15 11:54:02,Scattered Clouds,29.79322800000001,-95.522171,Houston,TX,11,Monday
2,2016-10-03 08:39:49,Clear,34.16772,-118.84058,Westlake Village,CA,8,Monday
2,2022-03-09 08:41:55,Cloudy,39.916519,-83.01474,Columbus,OH,8,Wednesday
2,2020-09-15 17:27:48,Fair,45.766541,-92.970299,Pine City,MN,17,Tuesday
2,2020-10-29 04:54:09,Heavy Rain,35.068729,-85.25296,Chattanooga,TN,4,Thursday
2,2021-03-11 03:15:07,Cloudy,39.896774,-86.057334,Indianapolis,IN,3,Thursday
2,2017-08-24 07:08:39,Overcast,30.42778,-97.701454,Austin,TX,7,Thursday
2,2022-12-06 17:49:30,Cloudy,47.600589,-122.32344,Seattle,WA,17,Tuesday
3,2016-08-15 11:22:58,Clear,40.589218,-75.589272,Allentown,PA,11,Monday
2,2018-05-31 12:47:46,Scattered Clouds,30.218456,-97.690948,Austin,TX,12,Thursday
2,2023-01-14 12:14:30,Fair,25.734307,-80.318481,Miami,FL,12,Saturday
2,2021-01-19 23:39:55,Fair,37.20900200000001,-93.294257,Springfield,MO,23,Tuesday
2,2020-10-21 09:29:00,Fair,37.78727,-79.363433,Buena Vista,VA,9,Wednesday
3,2022-02-28 15:02:41,Fair,41.66835,-71.48738900000002,East Greenwich,RI,15,Monday
2,2016-08-07 12:17:26,Clear,37.89603,-122.070671,Walnut Creek,CA,12,Sunday
3,2019-06-15 19:03:15,Mostly Cloudy,40.771282,-73.833282,Flushing,NY,19,Saturday
2,2021-03-03 08:45:37,Partly Cloudy,25.98085,-80.165627,Hallandale,FL,8,Wednesday
2,2021-09-27 04:50:30,Cloudy,33.916749,-117.438709,Riverside,CA,4,Monday
2,2017-01-19 07:36:04,Clear,28.613740000000004,-81.47619,Orlando,FL,7,Thursday
2,2021-10-13 17:50:09,Mostly Cloudy,33.800149,-79.005299,Conway,SC,17,Wednesday
2,2018-06-08 16:54:44,Clear,38.063931,-84.478302,Lexington,KY,16,Friday
2,2019-11-26 13:48:11,Cloudy,29.69009,-95.153168,Pasadena,TX,13,Tuesday
2,2016-11-03 19:53:20,Mostly Cloudy,39.993874,-75.284767,Wynnewood,PA,19,Thursday
3,2017-03-19 09:44:46,Clear,34.178875,-118.31086,Burbank,CA,9,Sunday
3,2018-07-19 15:22:28,Clear,46.970936,-120.410919,Ellensburg,WA,15,Thursday
2,2019-03-21 09:27:20,Clear,29.55571,-95.15052,Webster,TX,9,Thursday
2,2022-08-10 08:08:30,Fair,33.222175,-117.142821,Escondido,CA,8,Wednesday
2,2022-03-08 21:47:00,Cloudy,33.797727,-84.393047,Atlanta,GA,21,Tuesday
2,2016-07-06 16:49:42,Clear,33.959763,-117.857193,Rowland Heights,CA,16,Wednesday
2,2022-04-22 13:44:03,Mostly Cloudy,25.762992,-80.307345,Miami,FL,13,Friday
4,2022-07-29 17:36:49,Fair,43.457792,-76.115719,Parish,NY,17,Friday
2,2019-03-12 07:22:03,Mostly Cloudy,39.658009,-104.844276,Aurora,CO,7,Tuesday
2,2022-09-06 19:24:28,Fair,35.0648725,-80.97130895,Fort Mill,SC,19,Tuesday
3,2018-03-15 06:30:46,Clear,45.04479600000001,-93.1063,Saint Paul,MN,6,Thursday
1,2022-09-08 14:46:04,Partly Cloudy,34.81498,-83.12853199999998,Mountain Rest,SC,14,Thursday
2,2022-01-12 22:41:30,Cloudy,40.005775,-76.617126,York,PA,22,Wednesday
3,2020-04-24 21:43:54,Fair,43.024406,-88.10676600000002,Brookfield,WI,21,Friday
2,2022-08-27 17:49:00,Mostly Cloudy,30.260818,-82.152565,Macclenny,FL,17,Saturday
2,2018-11-21 06:46:12,Partly Cloudy,33.462143,-112.030067,Phoenix,AZ,6,Wednesday
2,2020-01-23 08:04:44,Light Rain,32.55418,-93.780807,Shreveport,LA,8,Thursday
2,2017-11-02 14:09:52,Scattered Clouds,35.47176,-97.502525,Oklahoma City,OK,14,Thursday
2,2022-04-28 05:42:30,Cloudy,33.943628000000004,-118.279723,Los Angeles,CA,5,Thursday
4,2021-06-27 21:38:50,Partly Cloudy,39.641987085153374,-74.93977189028291,Williamstown,NJ,21,Sunday
2,2022-07-20 00:15:00,Fair,33.943999,-118.034533,Whittier,CA,0,Wednesday
3,2016-10-05 21:27:52,Partly Cloudy,39.369827,-76.51371800000003,Nottingham,MD,21,Wednesday
2,2018-11-16 15:34:22,Clear,33.830963,-79.058205,Conway,SC,15,Friday
2,2020-12-09 15:16:30,Mostly Cloudy,38.79096,-77.06049399999998,Alexandria,VA,15,Wednesday
2,2017-09-06 17:17:51,Overcast,40.241138,-75.302406,Lansdale,PA,17,Wednesday
3,2016-07-21 16:28:57,Mostly Cloudy,41.9689,-87.6675,Chicago,IL,16,Thursday
2,2021-11-15 14:39:22,Partly Cloudy,38.457313,-78.04657900000002,Culpeper,VA,14,Monday
2,2017-01-05 09:11:15,Overcast,29.628542,-95.462883,Houston,TX,9,Thursday
2,2020-09-18 09:35:00,Fair,33.60663,-114.538339,Blythe,CA,9,Friday
2,2021-10-21 16:14:33,Partly Cloudy,35.905238,-78.68139000000002,Raleigh,NC,16,Thursday
3,2021-09-14 15:07:56,Partly Cloudy,35.557827,-82.61084699999998,Asheville,NC,15,Tuesday
4,2019-03-18 23:41:26,Clear,32.8295,-97.37942,Fort Worth,TX,23,Monday
2,2019-05-17 15:51:53,Partly Cloudy,33.93032,-118.37803,Los Angeles,CA,15,Friday
3,2020-05-11 11:25:36,Cloudy,40.77537,-73.92308,Astoria,NY,11,Monday
3,2018-03-14 19:29:45,Clear,30.262968,-97.735756,Austin,TX,19,Wednesday
2,2018-05-17 04:31:01,Overcast,38.97612,-76.309616,Stevensville,MD,4,Thursday
2,2020-01-10 08:55:00,Fog,38.481709,-121.371953,Sacramento,CA,8,Friday
3,2019-01-10 06:45:06,Overcast,30.332556,-97.704269,Austin,TX,6,Thursday
2,2022-08-01 16:13:59,Fair,45.637996,-120.923551,The Dalles,OR,16,Monday
2,2019-10-07 15:47:30,Fair,32.84147,-117.12921,San Diego,CA,15,Monday
2,2022-08-06 16:29:19,Fair,42.907307,-122.444622,Prospect,OR,16,Saturday
3,2017-06-23 06:35:29,Overcast,38.547081,-90.290398,Saint Louis,MO,6,Friday
2,2021-07-22 17:59:00,Mostly Cloudy,30.138415,-97.849216,Manchaca,TX,17,Thursday
2,2020-01-02 16:45:19,Cloudy,43.97781,-124.10127,Florence,OR,16,Thursday
2,2016-03-27 02:52:02,Partly Cloudy,33.896576,-118.258499,Compton,CA,2,Sunday
3,2017-07-05 16:53:33,Mostly Cloudy,28.498341,-81.375946,Orlando,FL,16,Wednesday
2,2022-08-16 18:43:00,Fair,36.196293,-119.135753,Lindsay,CA,18,Tuesday
2,2016-10-04 16:58:18,Partly Cloudy,41.873287,-88.11500500000002,Wheaton,IL,16,Tuesday
4,2022-06-06 03:10:00,Fair,41.699262,-80.114177,Saegertown,PA,3,Monday
2,2021-09-15 08:42:49,Cloudy,47.302334,-122.254036,Pacific,WA,8,Wednesday
2,2021-09-28 11:01:00,Fair,33.502176,-111.928444,Scottsdale,AZ,11,Tuesday
2,2021-10-08 07:51:57,Fair,29.679001,-95.350319,Houston,TX,7,Friday
2,2018-05-07 17:34:26,Clear,41.220936,-95.962555,Omaha,NE,17,Monday
2,2016-11-01 08:40:44,Mostly Cloudy,29.591797,-98.35202,San Antonio,TX,8,Tuesday
2,2017-01-26 17:01:05,Clear,30.264208,-97.756096,Austin,TX,17,Thursday
2,2017-07-14 13:45:31,Clear,34.010826,-117.962944,Hacienda Heights,CA,13,Friday
2,2021-01-04 20:02:30,Cloudy,25.897446,-80.235396,Opa Locka,FL,20,Monday
2,2019-10-07 06:03:00,Fair,38.574008,-121.383103,Sacramento,CA,6,Monday
2,2021-12-21 20:01:10,Cloudy,40.716001,-73.827203,Flushing,NY,20,Tuesday
2,2022-09-12 01:38:00,Cloudy,36.634117,-119.556604,Parlier,CA,1,Monday
2,2021-05-25 17:44:10,Cloudy,33.556535,-81.721399,Aiken,SC,17,Tuesday
3,2019-09-28 10:04:15,Fair,25.84856,-80.207298,Miami,FL,10,Saturday
3,2020-04-20 18:01:17,Fair,30.527490000000004,-97.69057,Round Rock,TX,18,Monday
2,2023-01-01 01:05:40,Cloudy,40.691647,-73.999302,Brooklyn,NY,1,Sunday
2,2017-08-16 18:02:59,Light Rain,42.466293,-88.062439,Antioch,IL,18,Wednesday
2,2021-03-26 06:25:00,Cloudy,42.22664952258001,-71.01230978931898,Braintree,MA,6,Friday
2,2021-02-16 12:15:58,Fair,31.32579,-85.83318299999998,Enterprise,AL,12,Tuesday
2,2022-09-02 16:46:03,Mostly Cloudy,29.777556,-95.278527,Houston,TX,16,Friday
2,2022-12-03 09:59:01,Fair,45.697115,-111.046298,Bozeman,MT,9,Saturday
2,2023-02-21 17:08:02,Mostly Cloudy,45.577433,-122.761594,Portland,OR,17,Tuesday
2,2019-10-21 06:37:47,Light Rain,30.20381,-92.099762,Lafayette,LA,6,Monday
2,2022-02-11 15:36:50,Cloudy,25.761489,-80.353933,Miami,FL,15,Friday
3,2018-03-09 16:31:06,Light Snow,42.94980200000001,-78.76303100000001,Buffalo,NY,16,Friday
3,2016-10-26 07:43:55,Overcast,42.487068,-83.47573100000002,Novi,MI,7,Wednesday
2,2018-10-05 15:18:10,Partly Cloudy,33.189915,-87.447243,Cottondale,AL,15,Friday
2,2018-02-27 22:55:19,Partly Cloudy,35.332081,-80.95433,Charlotte,NC,22,Tuesday
2,2019-07-08 19:33:53,Fair,36.678608,-119.785736,Fresno,CA,19,Monday
2,2021-12-01 15:42:00,Haze,33.989208000000005,-118.062964,Whittier,CA,15,Wednesday
2,2018-04-25 16:23:17,Overcast,34.510975,-81.96664399999997,Laurens,SC,16,Wednesday
2,2022-05-01 01:03:00,Fair,30.261315107201284,-82.10845828017182,Macclenny,FL,1,Sunday
3,2020-01-06 15:49:06,Fair,33.410839,-111.995667,Phoenix,AZ,15,Monday
2,2020-12-30 01:56:58,Cloudy,38.879102,-77.038933,Washington,DC,1,Wednesday
2,2022-12-05 01:03:02,Fair,40.028266,-76.231894,Lancaster,PA,1,Monday
2,2017-07-09 05:27:14,Clear,35.93708,-86.53509,Smyrna,TN,5,Sunday
2,2020-12-25 03:21:30,Light Rain,38.692718,-77.22640899999998,Lorton,VA,3,Friday
3,2021-12-23 13:57:18,Fair,40.008099,-75.068779,Philadelphia,PA,13,Thursday
2,2022-03-11 15:35:54,Mostly Cloudy,35.311049,-80.712284,Charlotte,NC,15,Friday
2,2022-08-06 12:00:06,Fair,34.11942601,-117.77029395,La Verne,CA,12,Saturday
4,2023-01-14 08:08:00,Heavy T-Storm,37.676683,-122.117226,San Lorenzo,CA,8,Saturday
2,2021-06-06 19:29:00,Fair,35.76334118826025,-118.42183470669544,Kernville,CA,19,Sunday
2,2022-12-20 06:37:50,Fair,45.15772462,-93.16583276,Circle Pines,MN,6,Tuesday
2,2022-09-28 06:51:30,Fair,45.03758311,-93.09186816,Saint Paul,MN,6,Wednesday
2,2021-12-09 18:58:00,Haze,28.355638,-80.755758,Cocoa,FL,18,Thursday
2,2021-06-21 18:53:00,Partly Cloudy,40.268318,-76.814797,Harrisburg,PA,18,Monday
2,2022-01-27 06:13:00,Light Snow,38.89214873295359,-89.83639597849924,Worden,IL,6,Thursday
2,2021-10-27 07:39:03,Cloudy,44.859032,-93.394028,Minneapolis,MN,7,Wednesday
4,2018-11-02 04:17:46,Clear,33.562721,-112.11614,Phoenix,AZ,4,Friday
2,2023-03-23 19:37:00,Mostly Cloudy,34.036089000000004,-118.321251,Los Angeles,CA,19,Thursday
2,2021-03-10 18:25:04,Cloudy / Windy,39.635101,-86.158401,Indianapolis,IN,18,Wednesday
2,2017-08-04 06:43:57,Mostly Cloudy,32.237167,-80.860626,Bluffton,SC,6,Friday
2,2017-07-19 08:35:12,Partly Cloudy,39.96689,-83.0248,Columbus,OH,8,Wednesday
2,2018-10-31 12:15:05,Mostly Cloudy,36.176949,-86.774849,Nashville,TN,12,Wednesday
2,2019-04-04 08:29:04,Cloudy,36.209061,-86.777939,Nashville,TN,8,Thursday
2,2022-09-28 09:13:30,Fair,44.966336,-93.27029,Minneapolis,MN,9,Wednesday
2,2022-07-05 00:34:00,Cloudy,38.681747,-121.202206,Orangevale,CA,0,Tuesday
3,2020-10-17 08:43:43,Fair,33.563747,-112.116531,Phoenix,AZ,8,Saturday
2,2022-03-04 13:19:00,Cloudy,33.988913000000004,-117.42493,Jurupa Valley,CA,13,Friday
3,2019-05-08 09:28:57,Mostly Cloudy,42.027233,-71.257568,Foxboro,MA,9,Wednesday
2,2021-12-14 17:09:30,Partly Cloudy,39.760316,-105.005868,Denver,CO,17,Tuesday
2,2020-02-16 19:55:58,Cloudy,42.701321,-73.814255,Albany,NY,19,Sunday
4,2017-05-09 17:19:13,Clear,39.01789,-123.130765,Hopland,CA,17,Tuesday
2,2016-07-01 08:50:44,Heavy Thunderstorms and Rain,39.718723,-84.21788000000002,Moraine,OH,8,Friday
2,2022-07-18 16:21:53,Thunder in the Vicinity,34.068721000000004,-80.92909399999998,Columbia,SC,16,Monday
3,2021-12-03 17:58:36,Fog,38.630081,-121.5196,Sacramento,CA,17,Friday
2,2023-01-24 13:16:21,Partly Cloudy,40.70841193,-74.16566491,Newark,NJ,13,Tuesday
3,2021-01-08 06:08:44,Cloudy,32.76511,-96.774895,Dallas,TX,6,Friday
3,2017-02-20 20:11:45,Mostly Cloudy,34.034240999999994,-118.348152,Los Angeles,CA,20,Monday
2,2022-04-29 05:43:00,Cloudy,33.42769503577505,-117.14872956220076,Fallbrook,CA,5,Friday
2,2017-04-01 17:31:40,Clear,33.880127,-117.582794,Corona,CA,17,Saturday
2,2022-05-24 02:02:16,Haze,34.433769,-118.38575,Canyon Country,CA,2,Tuesday
2,2018-10-05 08:50:49,Light Drizzle,45.030475,-123.955192,Otis,OR,8,Friday
2,2016-10-11 12:03:54,Clear,33.382843,-111.495209,Apache Junction,AZ,12,Tuesday
2,2018-12-17 08:19:02,Partly Cloudy,37.324676,-121.887499,San Jose,CA,8,Monday
2,2021-05-04 04:39:00,Fair,28.510195,-81.241672,Orlando,FL,4,Tuesday
2,2023-01-30 17:25:00,Fair,35.663296,-82.584114,Asheville,NC,17,Monday
3,2022-08-25 13:09:01,Heavy Rain,32.349903000000005,-86.321373,Montgomery,AL,13,Thursday
2,2018-08-22 21:36:16,Overcast,35.18952,-80.77253,Charlotte,NC,21,Wednesday
3,2017-09-12 21:55:26,Partly Cloudy,37.449547,-121.922134,Milpitas,CA,21,Tuesday
2,2020-10-02 07:07:41,Partly Cloudy,41.982948,-87.95944200000002,Bensenville,IL,7,Friday
2,2018-02-19 09:19:55,Overcast,29.124626,-82.101822,Ocala,FL,9,Monday
2,2021-01-16 02:00:00,Fair,37.728198,-121.538094,Tracy,CA,2,Saturday
2,2019-12-05 09:27:23,Fair,25.924845,-80.309464,Hialeah,FL,9,Thursday
2,2021-06-30 06:29:53,Fair,34.614132,-118.15316,Palmdale,CA,6,Wednesday
2,2018-04-03 10:45:40,Scattered Clouds,35.200542,-80.773376,Charlotte,NC,10,Tuesday
2,2021-12-21 16:29:08,Fair,36.140606,-86.72225999999998,Nashville,TN,16,Tuesday
2,2016-08-15 14:49:48,Scattered Clouds,33.919094,-84.35773499999998,Atlanta,GA,14,Monday
2,2016-07-18 09:23:19,Clear,34.01685,-117.98548999999998,Hacienda Heights,CA,9,Monday
2,2019-09-29 22:40:00,Cloudy,37.942595,-122.47827,San Quentin,CA,22,Sunday
2,2022-10-07 17:35:00,Fair,33.029384,-117.276982,Cardiff By the Sea,CA,17,Friday
2,2022-07-22 09:47:30,Partly Cloudy,26.157203,-80.16495,Fort Lauderdale,FL,9,Friday
3,2021-08-29 19:21:04,Light Rain,27.894018,-82.64609499999997,Clearwater,FL,19,Sunday
2,2022-05-22 14:24:03,Partly Cloudy,35.179979,-80.889923,Charlotte,NC,14,Sunday
2,2018-10-04 09:41:31,Clear,32.322937,-111.051567,Tucson,AZ,9,Thursday
2,2019-09-17 07:48:43,Partly Cloudy,40.063614,-75.239464,Philadelphia,PA,7,Tuesday
2,2022-05-11 17:55:12,Mostly Cloudy,25.869049,-80.337195,Hialeah,FL,17,Wednesday
2,2022-12-22 11:03:57,Cloudy,32.948513,-80.625579,Walterboro,SC,11,Thursday
2,2022-04-10 18:22:00,Fair,38.647933,-121.383507,North Highlands,CA,18,Sunday
2,2020-04-22 17:18:29,Light Rain,44.54487,-122.96912,Lebanon,OR,17,Wednesday
2,2018-03-21 06:47:49,Light Snow,40.003185,-76.74960300000002,York,PA,6,Wednesday
3,2017-11-20 20:13:44,Clear,42.996902,-83.705894,Flint,MI,20,Monday
2,2020-10-26 03:00:00,Mostly Cloudy,36.735825,-119.702417,Fresno,CA,3,Monday
2,2022-09-24 07:40:00,Fair,29.733477,-82.245134,Gainesville,FL,7,Saturday
2,2022-02-14 19:58:30,Mostly Cloudy,44.97340321519388,-93.28734755471572,Minneapolis,MN,19,Monday
3,2020-05-03 13:34:38,Fair,38.91455,-104.8181,Colorado Springs,CO,13,Sunday
2,2018-03-23 08:45:54,Scattered Clouds,39.724133,-104.986259,Denver,CO,8,Friday
2,2022-04-26 17:50:30,Partly Cloudy,34.067341,-117.558063,Ontario,CA,17,Tuesday
2,2017-03-15 03:21:25,Scattered Clouds,28.07279,-82.4548,Tampa,FL,3,Wednesday
2,2022-05-23 18:51:26,Mostly Cloudy,38.491567,-77.386522,Stafford,VA,18,Monday
3,2018-11-08 20:18:36,Heavy Thunderstorms and Rain,32.665394,-97.241341,Fort Worth,TX,20,Thursday
2,2022-03-11 17:40:11,Fair,25.869362,-80.20448499999998,Miami,FL,17,Friday
2,2017-09-18 07:37:14,Overcast,29.688896000000003,-95.58757,Houston,TX,7,Monday
2,2019-11-06 18:38:00,Fair,33.960152,-118.250423,Los Angeles,CA,18,Wednesday
3,2018-02-26 06:45:35,Shallow Fog,32.979012,-80.077011,Charleston,SC,6,Monday
2,2021-12-03 18:22:30,Cloudy,37.45212435704492,-122.12690949381768,Palo Alto,CA,18,Friday
